Date,City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket
2/23/2023 6:41,Dhaka,79.44,97.78,3.1,8.74,447.27,0,52.93,3.71,5,
2/23/2023 6:41,Faridpur,91.44,110.78,7.51,9,540.73,0,49.35,4.37,5,
2/23/2023 6:41,Gazipur,77.78,95.25,2.44,6.34,423.91,0,51.5,4.18,5,
2/23/2023 6:41,Gopalganj,147.56,164.69,15.97,10.45,727.65,0,95.84,27.87,5,
2/23/2023 6:41,Jamalpur,212.2,235.52,17.88,16.28,1054.76,0,73.67,23.31,5,
2/23/2023 6:41,Kishoreganj,83.61,100.36,3.16,9.25,494,0,42.92,5.57,5,
2/23/2023 6:41,Madaripur,73.66,90.06,1.91,4.54,373.84,0,53.64,3.71,4,
2/23/2023 6:41,Manikganj,83.28,102.05,4.71,7.03,480.65,0,49.35,4.88,5,
2/23/2023 6:41,Munshiganj,74.74,91.38,1.61,4.58,387.19,0,53.64,4.5,4,
2/23/2023 6:41,Mymensingh,114.03,133.31,2.5,11.48,720.98,0,32.9,10.13,5,
2/23/2023 6:41,Narayanganj,80.41,98.04,3.64,9.17,480.65,0,52.21,4.12,5,
2/23/2023 6:41,Narsingdi,80.4,97.22,3.25,9.25,453.95,0,52.21,3.99,5,
2/23/2023 6:41,Netrokona,94.86,103.31,2.62,4.84,580.79,0,61.51,4.62,5,
2/23/2023 6:41,Rajbari,117.47,143.1,11.09,19.71,834.47,0,28.97,4.94,5,
2/23/2023 6:41,Shariatpur,72.55,87.9,1.21,3.6,363.83,0,54.36,4.94,4,
2/23/2023 6:41,Sherpur,135.54,145.06,0.51,9.85,841.14,0.13,9.84,4.43,5,
2/23/2023 6:41,Tangail,123.4,144.56,10.97,19.36,814.44,0,31.47,6.46,5,
2/23/2023 6:41,Bogra,119.47,141.67,3.46,19.54,961.3,0.01,22.17,24.83,5,
2/23/2023 6:41,Joypurhat,125.8,147,5.66,12.68,754.36,0,47.21,30.15,5,
2/23/2023 6:41,Naogaon,120.21,143.04,4.05,14.05,794.41,0,38.62,31.16,5,
2/23/2023 6:41,Natore,140.73,164.24,4.59,22.62,1214.98,0.02,16.27,15.45,5,
2/23/2023 6:41,Nawabganj,144.26,158.71,26.46,14.74,781.06,0,69.38,21.28,5,
2/23/2023 6:41,Pabna,104.86,129.24,4.77,17.99,767.71,0.01,21.1,6.14,5,
2/23/2023 6:41,Rajshahi,137.18,163.48,5.25,29.82,1388.55,0.14,8.85,23.56,5,
2/23/2023 6:41,Sirajgonj,119.73,143.03,5.78,20.05,847.82,0.01,21.46,6.33,5,
2/23/2023 6:41,Dinajpur,171.67,194.54,6.74,9.85,947.95,0,65.8,28.37,5,
2/23/2023 6:41,Gaibandha,150.32,171.67,4.05,13.54,921.25,0,42.56,27.87,5,
2/23/2023 6:41,Kurigram,259.05,283.64,4.17,10.97,1121.52,0,47.92,9.88,5,
2/23/2023 6:41,Lalmonirhat,273.04,305.16,0.79,13.54,1522.06,0.18,6.08,11.91,5,
2/23/2023 6:41,Nilphamari,260.32,296.41,1.37,15.94,1255.04,0.03,16.27,16.72,5,
2/23/2023 6:41,Panchagarh,207.12,227.95,1.77,26.05,1708.98,2.91,1.08,17.99,5,
2/23/2023 6:41,Rangpur,217.73,244.66,2.33,15.59,1148.22,0,34.69,16.47,5,
2/23/2023 6:41,Thakurgaon,245.98,278.89,2.86,21.76,1335.14,0.09,10.73,81.06,5,
2/23/2023 6:41,Barguna,74.64,94.14,0.79,0.91,337.12,0,77.25,1.68,4,
2/23/2023 6:41,Barisal,72.77,87.8,1.36,3.9,353.81,0,54.36,4.94,4,
2/23/2023 6:41,Bhola,77.18,96.53,0.62,1.13,360.49,0,94.41,2.66,5,
2/23/2023 6:41,Jhalokati,74.61,90.47,1,2.23,343.8,0,63.66,3.52,4,
2/23/2023 6:41,Patuakhali,79.02,97.77,0.92,3.34,367.17,0,68.67,5.38,5,
2/23/2023 6:41,Pirojpur,73.46,91.56,1.68,2.79,337.12,0,64.37,2.19,4,
2/23/2023 6:41,Bandarban,83.89,90.44,0.26,1.93,353.81,0,28.61,2.85,5,
2/23/2023 6:41,Brahmanbaria,77.79,92.27,1.76,5.1,413.9,0,57.22,4.24,5,
2/23/2023 6:41,Chandpur,74.65,90.62,1.01,4.41,400.54,0,49.35,5,4,
2/23/2023 6:41,Chittagong,104.2,114.79,4.35,9.43,500.68,0,70.81,4.18,5,
2/23/2023 6:41,Comilla,75.96,91.8,1.19,4.41,407.22,0,57.22,4.94,5,
2/23/2023 6:41,CoxBazar,92.62,96.34,0.47,3.3,423.91,0,38.62,4.05,5,
2/23/2023 6:41,Feni,71.75,88.31,0.81,4.67,387.19,0,53.64,5.57,4,
2/23/2023 6:41,Khagrachari,62.22,69.45,1.49,1.84,367.17,0,57.94,0.59,4,
2/23/2023 6:41,Lakshmipur,72.43,90.74,0.79,2.53,353.81,0,64.37,4.02,4,
2/23/2023 6:41,Noakhali,73.4,89.44,0.66,2.57,367.17,0,65.09,4.56,4,
2/23/2023 6:41,Rangamati,95.71,103.54,0.66,0.42,367.17,0,74.39,0,5,
2/23/2023 6:41,Habiganj,76.05,87.9,1.3,5.74,433.92,0,47.21,3.58,5,
2/23/2023 6:41,Maulvibazar,69.23,81.21,1.4,2.55,360.49,0,64.37,1.68,4,
2/23/2023 6:41,Sunamganj,94.77,99.28,3.93,2.59,487.33,0,81.54,2.09,5,
2/23/2023 6:41,Sylhet,85.44,89.89,2.09,3.77,520.71,0,62.94,3.39,5,
2/23/2023 6:41,Bagerhat,76.4,95.45,2.47,4.24,370.5,0,70.1,2.91,5,
2/23/2023 6:41,Chuadanga,99.21,126.92,4.05,15.08,754.36,0.01,22.71,7.35,5,
2/23/2023 6:41,Jessore,100.92,120.95,11.56,11.31,594.14,0,55.79,4.18,5,
2/23/2023 6:41,Jhenaidah,114.75,144.69,12.04,21.94,854.49,0,26.11,5.89,5,
2/23/2023 6:41,Khulna,83.83,102.66,4.17,5.48,423.91,0,65.09,3.52,5,
2/23/2023 6:41,Kushtia,99.51,125.39,4.05,15.25,734.33,0.01,21.46,6.71,5,
2/23/2023 6:41,Magura,109.05,131.35,11.68,14.57,694.28,0,41.49,4.5,5,
2/23/2023 6:41,Meherpur,101.8,127.04,3.58,15.59,821.11,0.01,19.85,8.04,5,
2/23/2023 6:41,Narail,87,105.93,5.42,6.86,480.65,0,59.37,4.24,5,
2/23/2023 6:41,Satkhira,80.14,98.83,2.8,2.64,383.85,0,82.25,2.09,5,
2/23/2023 14:23,Dhaka,83.08,102.42,8.35,3.26,410.56,0.29,168.8,4.5,5,
2/23/2023 14:23,Faridpur,92.27,110.53,11.8,1.97,420.57,0.17,181.68,4.75,5,
2/23/2023 14:23,Gazipur,81.52,99.86,8.82,1.22,397.21,0.12,164.51,4.75,5,
2/23/2023 14:23,Gopalganj,71.45,81.53,11.44,2.19,440.6,0.26,161.65,9.37,4,
2/23/2023 14:23,Jamalpur,107.25,128.65,12.28,3.17,500.68,0.3,191.69,6.84,5,
2/23/2023 14:23,Kishoreganj,95.68,115.04,9.66,1.65,453.95,0.14,165.94,5.76,5,
2/23/2023 14:23,Madaripur,87.1,104.89,11.33,1.41,400.54,0.13,164.51,3.9,5,
2/23/2023 14:23,Manikganj,84.3,102.72,9.42,1.41,407.22,0.13,171.66,4.69,5,
2/23/2023 14:23,Munshiganj,87.2,106.12,9.78,1.5,400.54,0.15,151.63,3.67,5,
2/23/2023 14:23,Mymensingh,126.63,148.64,13.83,1.86,567.44,0.15,191.69,7.22,5,
2/23/2023 14:23,Narayanganj,89.07,108.89,10.49,9,494,1.05,165.94,5.07,5,
2/23/2023 14:23,Narsingdi,85.04,103.98,8.35,1.84,413.9,0.17,174.52,4.69,5,
2/23/2023 14:23,Netrokona,78.86,90.52,8.7,2.42,494,0.2,114.44,6.02,5,
2/23/2023 14:23,Rajbari,101.3,121.94,14.31,2.04,453.95,0.17,191.69,4.88,5,
2/23/2023 14:23,Shariatpur,88.15,106.1,9.66,1.32,393.87,0.12,150.2,3.26,5,
2/23/2023 14:23,Sherpur,152,173.96,15.02,3.3,654.22,0.26,203.13,10.26,5,
2/23/2023 14:23,Tangail,93.36,113.85,13.35,1.86,420.57,0.17,188.83,3.36,5,
2/23/2023 14:23,Bogra,94.78,110.24,14.66,2.64,453.95,0.24,185.97,5.7,5,
2/23/2023 14:23,Joypurhat,91.32,105.71,10.73,2.68,447.27,0.26,175.95,6.46,5,
2/23/2023 14:23,Naogaon,80.37,98.35,12.64,2.49,407.22,0.25,174.52,5.38,5,
2/23/2023 14:23,Natore,89.57,110.97,13.83,2.34,427.25,0.22,185.97,4.43,5,
2/23/2023 14:23,Nawabganj,128.43,144.53,33.85,6.68,660.9,0.85,171.66,11.4,5,
2/23/2023 14:23,Pabna,97.78,120.21,14.31,2.36,433.92,0.2,197.41,4.02,5,
2/23/2023 14:23,Rajshahi,91.55,115.57,19.07,5.01,427.25,0.51,188.83,4.81,5,
2/23/2023 14:23,Sirajgonj,97.74,119.85,15.97,2.01,423.91,0.17,191.69,3.61,5,
2/23/2023 14:23,Dinajpur,113.36,126.34,7.57,1.48,560.76,0.13,177.38,9.37,5,
2/23/2023 14:23,Gaibandha,108.44,122.6,9.42,1.71,507.36,0.15,178.81,7.85,5,
2/23/2023 14:23,Kurigram,162.19,181.09,10.97,1.78,714.3,0.14,183.11,13.05,5,
2/23/2023 14:23,Lalmonirhat,217.6,240.35,11.56,1.89,907.9,0.14,194.55,15.07,5,
2/23/2023 14:23,Nilphamari,192.95,212.99,9.78,1.63,841.14,0.13,185.97,13.81,5,
2/23/2023 14:23,Panchagarh,260.48,283.56,8.94,1.61,1108.17,0.12,173.09,12.54,5,
2/23/2023 14:23,Rangpur,145.32,161.29,8.11,1.69,674.25,0.14,183.11,12.54,5,
2/23/2023 14:23,Thakurgaon,238.24,262.93,10.25,1.67,1028.06,0.13,178.81,15.2,5,
2/23/2023 14:23,Barguna,75.95,96.55,2.83,0.3,337.12,0.03,101.57,0,5,
2/23/2023 14:23,Barisal,86.78,106.19,8.7,0.94,380.52,0.08,130.18,2.57,5,
2/23/2023 14:23,Bhola,76.91,97.8,2.47,0.17,343.8,0.01,111.58,0,5,
2/23/2023 14:23,Jhalokati,82.03,101.75,6.5,0.71,363.83,0.06,117.3,1.55,5,
2/23/2023 14:23,Patuakhali,76.08,93.62,4.17,0.42,343.8,0.03,113.01,0.08,5,
2/23/2023 14:23,Pirojpur,85.57,102.87,10.37,1.35,380.52,0.13,133.04,1.47,5,
2/23/2023 14:23,Bandarban,99.37,106.43,3.55,0.92,433.92,0.1,127.32,0.2,5,
2/23/2023 14:23,Brahmanbaria,86.35,103,19.31,5.4,387.19,0.55,167.37,3.1,5,
2/23/2023 14:23,Chandpur,79.02,95.78,9.3,1.01,383.85,0.06,134.47,1.79,5,
2/23/2023 14:23,Chittagong,105.25,114.45,9.18,4.37,453.95,0.5,135.9,0,5,
2/23/2023 14:23,Comilla,76.51,91.32,7.75,1.14,383.85,0.1,131.61,2.88,5,
2/23/2023 14:23,CoxBazar,93.83,100.61,2.89,0.76,423.91,0.07,133.04,0,5,
2/23/2023 14:23,Feni,73.6,86.47,2.62,0.65,363.83,0.04,105.86,1.05,4,
2/23/2023 14:23,Khagrachari,88.65,97.36,2.68,0.65,397.21,0.04,118.73,0,5,
2/23/2023 14:23,Lakshmipur,76.35,94.65,3.46,0.58,353.81,0.04,105.86,1.6,5,
2/23/2023 14:23,Noakhali,75.84,91.96,2.3,0.49,353.81,0.05,100.14,1.05,5,
2/23/2023 14:23,Rangamati,98.68,106.88,8.23,1.18,427.25,0.08,154.5,0,5,
2/23/2023 14:23,Habiganj,90.77,104.53,12.28,4.2,407.22,0.36,160.22,3.67,5,
2/23/2023 14:23,Maulvibazar,77.05,88.3,8.11,3.73,403.88,0.32,158.79,3.1,5,
2/23/2023 14:23,Sunamganj,52.77,58.89,5.96,1.71,433.92,0.18,105.86,2.25,4,
2/23/2023 14:23,Sylhet,41.06,43.75,2.27,2.16,440.6,0.26,105.86,2.34,3,
2/23/2023 14:23,Bagerhat,91.23,109.42,14.07,2.79,423.91,0.22,171.66,3.45,5,
2/23/2023 14:23,Chuadanga,86.33,107.28,6.02,1.27,433.92,0.12,173.09,5.7,5,
2/23/2023 14:23,Jessore,92.38,112.46,13.95,1.99,433.92,0.17,185.97,4.62,5,
2/23/2023 14:23,Jhenaidah,97.37,118.57,10.97,1.93,467.3,0.16,185.97,5.83,5,
2/23/2023 14:23,Khulna,89.21,108.68,12.99,1.93,413.9,0.16,177.38,4.12,5,
2/23/2023 14:23,Kushtia,92.54,114.28,9.18,2.55,433.92,0.24,183.11,5.32,5,
2/23/2023 14:23,Magura,98.1,117.28,13.35,2.31,433.92,0.2,194.55,4.5,5,
2/23/2023 14:23,Meherpur,85.52,106.73,6.38,1.56,440.6,0.15,174.52,5.7,5,
2/23/2023 14:23,Narail,88.64,107.69,12.88,1.93,413.9,0.17,180.24,4.37,5,
2/23/2023 14:23,Satkhira,114.38,132.17,25.27,3.98,460.63,0.31,185.97,3.14,5,
2/23/2023 19:03,Dhaka,149.9,204.2,9.06,100.08,2296.45,0.01,42.2,29.89,5,
2/23/2023 19:03,Faridpur,124.48,159.16,7.09,32.22,807.76,0,64.37,41.04,5,
2/23/2023 19:03,Gazipur,104.44,137.68,5.78,13.88,607.49,0,80.82,30.15,5,
2/23/2023 19:03,Gopalganj,108.28,132.49,13.95,19.88,834.47,0,92.98,36.48,5,
2/23/2023 19:03,Jamalpur,115.78,142.93,17.88,19.88,787.74,0,108.72,22.04,5,
2/23/2023 19:03,Kishoreganj,116.3,146.63,6.26,20.22,827.79,0,85.83,32.93,5,
2/23/2023 19:03,Madaripur,112.37,147.19,6.02,24.33,807.76,0.01,59.37,35.97,5,
2/23/2023 19:03,Manikganj,117.01,163.86,8.7,13.71,781.06,0,97.28,56.74,5,
2/23/2023 19:03,Munshiganj,140.68,206.66,18.12,39.76,1335.14,0,114.44,69.92,5,
2/23/2023 19:03,Mymensingh,107.3,135.96,7.87,10.54,640.87,0,105.86,26.85,5,
2/23/2023 19:03,Narayanganj,259.73,323.82,23.37,153.54,5447.39,52.75,0.05,63.33,5,
2/23/2023 19:03,Narsingdi,103.41,135.32,6.32,19.02,700.95,0,95.84,26.35,5,
2/23/2023 19:03,Netrokona,75.64,87.79,2.24,10.2,627.52,0,55.08,16.47,5,
2/23/2023 19:03,Rajbari,117.07,155.1,5.6,23.65,841.14,0,57.22,46.1,5,
2/23/2023 19:03,Shariatpur,90.12,110.81,9.42,4.67,440.6,0,138.76,7.79,5,
2/23/2023 19:03,Sherpur,106.12,129.32,6.86,11.82,654.22,0,87.98,33.44,5,
2/23/2023 19:03,Tangail,115.12,145.7,13.23,14.74,640.87,0,134.47,21.28,5,
2/23/2023 19:03,Bogra,93.79,122.93,4.77,24.68,761.03,0,72.96,34.45,5,
2/23/2023 19:03,Joypurhat,94.11,115.92,14.31,12.85,560.76,0,144.48,16.09,5,
2/23/2023 19:03,Naogaon,93.23,119.01,9.54,9.34,520.71,0,125.89,20.52,5,
2/23/2023 19:03,Natore,118.69,162.9,6.74,19.19,801.09,0,56.51,58.77,5,
2/23/2023 19:03,Nawabganj,122.69,141.45,12.52,9.25,727.65,0.01,131.61,22.8,5,
2/23/2023 19:03,Pabna,116.39,149.98,9.06,17.99,767.71,0,95.84,34.45,5,
2/23/2023 19:03,Rajshahi,106.66,154.88,10.61,68.55,1094.82,0.13,21.46,42.05,5,
2/23/2023 19:03,Sirajgonj,123.54,159.45,11.8,15.42,687.6,0,101.57,36.99,5,
2/23/2023 19:03,Dinajpur,137.29,160.27,6.74,9.77,707.63,0,104.43,29.64,5,
2/23/2023 19:03,Gaibandha,101.49,125.24,6.14,13.37,674.25,0,87.26,31.92,5,
2/23/2023 19:03,Kurigram,102.37,117.71,5.13,7.28,627.52,0,123.02,24.83,5,
2/23/2023 19:03,Lalmonirhat,131.3,148.17,6.5,4.46,647.54,0,141.62,20.52,5,
2/23/2023 19:03,Nilphamari,136.23,153.86,7.99,5.83,674.25,0,137.33,25.33,5,
2/23/2023 19:03,Panchagarh,225.04,252.51,7.63,11.31,1134.87,0,118.73,24.83,5,
2/23/2023 19:03,Rangpur,118.61,136.17,6.62,7.28,667.57,0,127.32,26.35,5,
2/23/2023 19:03,Thakurgaon,186.48,211.91,9.42,7.71,921.25,0,130.18,27.61,5,
2/23/2023 19:03,Barguna,84.17,110.36,1.37,0.8,357.15,0,95.84,0,5,
2/23/2023 19:03,Barisal,82.4,107.16,3.01,2.34,377.18,0,87.26,4.31,5,
2/23/2023 19:03,Bhola,89.42,113.73,1.55,0.51,370.5,0,111.58,0,5,
2/23/2023 19:03,Jhalokati,79.6,104.49,1.83,1.59,360.49,0,82.97,2.34,5,
2/23/2023 19:03,Patuakhali,87.81,113.25,1.58,1.13,370.5,0,98.71,1.54,5,
2/23/2023 19:03,Pirojpur,81.35,101.07,3.43,3.04,363.83,0,81.54,2.72,5,
2/23/2023 19:03,Bandarban,100.58,109.3,1.54,6.86,487.33,0,62.94,6.4,5,
2/23/2023 19:03,Brahmanbaria,98.14,122.88,10.97,8.31,554.09,0,120.16,16.21,5,
2/23/2023 19:03,Chandpur,82.87,102.05,3.25,2.79,417.23,0,90.12,8.74,5,
2/23/2023 19:03,Chittagong,105.47,118.91,5.48,17.48,660.9,0,91.55,2.95,5,
2/23/2023 19:03,Comilla,82.99,106.22,3.49,8.4,540.73,0,71.53,19.76,5,
2/23/2023 19:03,CoxBazar,98.23,107.41,2.21,8.91,500.68,0,95.84,2.95,5,
2/23/2023 19:03,Feni,103.6,123.62,1.79,2.16,427.25,0,98.71,3.42,5,
2/23/2023 19:03,Khagrachari,101.99,113.57,1.42,1.78,410.56,0,95.84,0.12,5,
2/23/2023 19:03,Lakshmipur,86.49,107.41,1.86,1.41,387.19,0,95.84,3.39,5,
2/23/2023 19:03,Noakhali,97.79,120.65,1.57,1.37,410.56,0,98.71,2.12,5,
2/23/2023 19:03,Rangamati,109.94,118.94,9.78,9.08,487.33,0,100.14,0.9,5,
2/23/2023 19:03,Habiganj,109.33,135.27,6.91,9.43,594.14,0,72.24,39.01,5,
2/23/2023 19:03,Maulvibazar,89.12,108.65,6.62,13.71,540.73,0,94.41,14.44,5,
2/23/2023 19:03,Sunamganj,71.81,83.01,1.91,10.97,540.73,0,29.33,12.79,4,
2/23/2023 19:03,Sylhet,61.71,72.9,2.12,29.82,827.79,0.01,25.39,11.02,4,
2/23/2023 19:03,Bagerhat,105.09,123.71,11.21,19.19,660.9,0,89.41,13.68,5,
2/23/2023 19:03,Chuadanga,104.66,135.35,6.38,12.17,667.57,0,100.14,31.16,5,
2/23/2023 19:03,Jessore,116.25,151.48,7.39,21.59,821.11,0.01,77.25,34.45,5,
2/23/2023 19:03,Jhenaidah,108.04,142.44,5.78,12.34,694.28,0,90.84,34.45,5,
2/23/2023 19:03,Khulna,110.77,133.39,9.42,14.57,607.49,0,105.86,17.23,5,
2/23/2023 19:03,Kushtia,101.95,134.13,5.42,12.34,634.19,0.01,82.25,32.17,5,
2/23/2023 19:03,Magura,121.88,158.42,6.38,34.27,801.09,0,61.51,41.54,5,
2/23/2023 19:03,Meherpur,126.34,168.98,11.68,30.85,1094.82,0,64.37,46.1,5,
2/23/2023 19:03,Narail,115.29,151.23,6.74,36.67,907.9,0,57.94,35.47,5,
2/23/2023 19:03,Satkhira,82.95,99.08,3.28,1.91,383.85,0,95.84,2.85,5,
2/24/2023 0:12,Dhaka,178.45,225.94,4.23,59.63,2269.75,0.23,10.37,8.61,5,
2/24/2023 0:12,Faridpur,140.21,173.82,2.33,30.16,1081.47,0.05,14.66,14.82,5,
2/24/2023 0:12,Gazipur,217.47,273.51,2.3,71.97,2964.02,0.33,4.87,17.23,5,
2/24/2023 0:12,Gopalganj,131.13,166.15,13.47,29.13,1228.33,0,35.05,44.08,5,
2/24/2023 0:12,Jamalpur,151.73,183.65,24.56,19.36,947.95,0,103,22.04,5,
2/24/2023 0:12,Kishoreganj,136.7,176.86,2.06,16.97,1068.12,0.01,20.74,15.83,5,
2/24/2023 0:12,Madaripur,90.9,112.26,2.5,6.43,467.3,0,60.08,3.86,5,
2/24/2023 0:12,Manikganj,160.29,253.83,6.68,30.16,1295.09,0,34.33,92.21,5,
2/24/2023 0:12,Munshiganj,87.46,115.9,2,4.8,440.6,0,65.09,4.75,5,
2/24/2023 0:12,Mymensingh,151.22,208.27,2.44,29.13,1281.74,0.17,11.62,39.52,5,
2/24/2023 0:12,Narayanganj,101.14,131.89,4.83,15.59,761.03,0,48.64,7.35,5,
2/24/2023 0:12,Narsingdi,135.68,172.73,3.04,35.64,1388.55,0,24.68,10.64,5,
2/24/2023 0:12,Netrokona,75.84,88.1,1.28,7.71,647.54,0,33.98,7.41,5,
2/24/2023 0:12,Rajbari,142.27,187.67,2.53,29.13,1094.82,0.01,21.46,36.99,5,
2/24/2023 0:12,Shariatpur,87.65,114.88,1.74,3.43,413.9,0,74.39,4.05,5,
2/24/2023 0:12,Sherpur,129.74,158.93,4.23,23.99,841.14,0,25.39,53.7,5,
2/24/2023 0:12,Tangail,158.61,205.09,6.62,32.9,1214.98,0,34.69,32.17,5,
2/24/2023 0:12,Bogra,117.5,150.95,5.84,22.28,907.9,0,53.64,42.56,5,
2/24/2023 0:12,Joypurhat,130.51,166.02,3.73,40.1,1148.22,0.06,20.03,36.48,5,
2/24/2023 0:12,Naogaon,119.02,149.08,6.91,11.65,754.36,0,77.96,30.91,5,
2/24/2023 0:12,Natore,129.45,172.23,5.9,36.67,1108.17,0,28.61,86.13,5,
2/24/2023 0:12,Nawabganj,66.83,82.07,15.26,15.59,734.33,0,75.1,27.61,4,
2/24/2023 0:12,Pabna,139.49,185.39,3.55,34.96,1121.52,0.02,19.13,39.01,5,
2/24/2023 0:12,Rajshahi,121.92,174.27,5.6,37.36,1201.63,3.1,3.09,55.73,5,
2/24/2023 0:12,Sirajgonj,155.05,212.8,3.4,29.47,1134.87,0.05,14.84,48.64,5,
2/24/2023 0:12,Dinajpur,193.29,230.54,2.35,17.99,1094.82,0,32.19,41.04,5,
2/24/2023 0:12,Gaibandha,155.97,199.84,2.38,21.94,1281.74,0.01,17.88,58.26,5,
2/24/2023 0:12,Kurigram,176.26,203.11,2.15,12.68,1081.47,0,51.5,13.05,5,
2/24/2023 0:12,Lalmonirhat,247.71,278.46,3.49,17.82,1482.01,0,46.49,7.66,5,
2/24/2023 0:12,Nilphamari,233.73,267.71,1.37,15.77,1295.09,0,32.54,13.05,5,
2/24/2023 0:12,Panchagarh,239.36,266.43,2.15,18.17,1441.96,0,32.54,8.04,5,
2/24/2023 0:12,Rangpur,179.88,213.36,2.18,12.34,1108.17,0,47.21,23.56,5,
2/24/2023 0:12,Thakurgaon,262.58,304.29,1.67,17.31,1415.25,0,23.96,18.75,5,
2/24/2023 0:12,Barguna,82.06,104.48,1.04,0.91,360.49,0,90.84,0.85,5,
2/24/2023 0:12,Barisal,91.34,116.01,1.59,2.87,403.88,0,77.25,3.33,5,
2/24/2023 0:13,Bhola,78.54,98.27,1,0.68,367.17,0,105.86,0.95,5,
2/24/2023 0:13,Jhalokati,87.32,110.35,1.04,1.74,380.52,0,80.82,2.28,5,
2/24/2023 0:13,Patuakhali,91.68,114.22,1.33,2.16,397.21,0,92.98,3.07,5,
2/24/2023 0:13,Pirojpur,86.43,109.57,1.34,2.42,370.5,0,76.53,1.46,5,
2/24/2023 0:13,Bandarban,107.65,119.09,0.45,4.37,420.57,0.01,21.28,3.07,5,
2/24/2023 0:13,Brahmanbaria,103.93,129.24,1.86,5.44,500.68,0,73.67,5.57,5,
2/24/2023 0:13,Chandpur,93.55,119.68,1.68,2.79,427.25,0,82.25,3.96,5,
2/24/2023 0:13,Chittagong,113.17,130.37,4.77,18.17,727.65,0,77.25,5.38,5,
2/24/2023 0:13,Comilla,100.03,125.44,1.61,4.46,480.65,0,76.53,5.38,5,
2/24/2023 0:13,CoxBazar,114.98,128.21,1.22,15.42,667.57,0,31.47,12.16,5,
2/24/2023 0:13,Feni,103.05,126.26,1.3,3.6,460.63,0,81.54,4.43,5,
2/24/2023 0:13,Khagrachari,105.09,116.05,1.27,2.7,453.95,0,67.95,0.85,5,
2/24/2023 0:13,Lakshmipur,95.66,120.55,1.24,1.71,410.56,0,90.12,2.66,5,
2/24/2023 0:13,Noakhali,97.6,121.13,1.16,1.99,423.91,0,89.41,3.17,5,
2/24/2023 0:13,Rangamati,108.97,119.68,1.57,3.51,473.98,0,38.27,0.92,5,
2/24/2023 0:13,Habiganj,98.68,118.28,1.77,10.8,627.52,0,41.84,4.56,5,
2/24/2023 0:13,Maulvibazar,108.9,124.69,1.79,5.44,487.33,0,72.96,2.25,5,
2/24/2023 0:13,Sunamganj,87.19,102.37,1.59,8.82,574.11,0,26.46,15.33,5,
2/24/2023 0:13,Sylhet,72.4,90.68,0.75,13.02,821.11,0.5,5.19,6.14,4,
2/24/2023 0:13,Bagerhat,85.68,109.18,2.27,4.63,393.87,0,76.53,1.84,5,
2/24/2023 0:13,Chuadanga,169.93,221.29,4.53,30.5,1415.25,0.01,19.49,57.76,5,
2/24/2023 0:13,Jessore,99.76,120.81,6.44,8.91,527.38,0,65.09,5.89,5,
2/24/2023 0:13,Jhenaidah,162.99,207.78,5.66,22.96,1281.74,0,45.42,23.56,5,
2/24/2023 0:13,Khulna,85.91,108.03,1.62,3.6,400.54,0,73.67,2.44,5,
2/24/2023 0:13,Kushtia,141.31,186.8,4.05,24.68,1068.12,0.1,15.02,39.01,5,
2/24/2023 0:13,Magura,141.69,177.8,2.38,27.76,1068.12,0.02,21.1,23.31,5,
2/24/2023 0:13,Meherpur,196.25,261.22,8.82,43.87,1895.91,0.06,12.16,53.2,5,
2/24/2023 0:13,Narail,90.2,109.54,2.41,5.57,447.27,0,69.38,4.05,5,
2/24/2023 0:13,Satkhira,80.33,106.84,1.37,1.52,380.52,0,78.68,1.17,5,
2/24/2023 10:39,Dhaka,88.37,110.94,8.58,14.22,614.17,2.43,87.98,5.57,5,
2/24/2023 10:39,Faridpur,116.59,137.59,10.85,10.97,741.01,1.69,88.69,4.43,5,
2/24/2023 10:39,Gazipur,100.21,122.72,8.23,4.88,554.09,0.62,103,5.83,5,
2/24/2023 10:39,Gopalganj,160.68,191.06,19.07,14.4,1094.82,2.91,94.41,34.45,5,
2/24/2023 10:39,Jamalpur,198.68,233.5,20.98,13.2,1108.17,2.04,124.45,24.32,5,
2/24/2023 10:39,Kishoreganj,75.18,90.8,12.76,9.94,527.38,1.75,67.23,4.37,5,
2/24/2023 10:39,Madaripur,78.32,94.29,5.6,2.83,420.57,0.31,95.84,2.44,5,
2/24/2023 10:39,Manikganj,142.14,168.17,10.97,4.71,714.3,0.58,104.43,8.87,5,
2/24/2023 10:39,Munshiganj,67.79,83.43,3.52,2.96,423.91,0.33,92.98,3.42,4,
2/24/2023 10:39,Mymensingh,97.8,120.8,2.83,9.25,700.95,1.31,59.37,8.61,5,
2/24/2023 10:39,Narayanganj,79.07,98.51,7.87,16.62,640.87,3.33,78.68,6.21,5,
2/24/2023 10:39,Narsingdi,80.54,99.19,8.82,17.31,620.84,2.74,82.25,5.45,5,
2/24/2023 10:39,Netrokona,65.92,69.72,1.51,4.84,534.06,0.02,46.49,3.86,4,
2/24/2023 10:39,Rajbari,194.23,224.39,17.17,10.28,1028.06,1.15,131.61,7.35,5,
2/24/2023 10:39,Shariatpur,63.77,77.91,2.35,3,417.23,0.23,95.84,3.48,4,
2/24/2023 10:39,Sherpur,89.71,106.86,2.53,6.34,620.84,1.19,59.37,5.7,5,
