City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,NO_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex
Joypurhat,94.11,115.92,14.31,12.85,560.76,0.0,144.48,16.09,213.7,Poor,110.61333333333333,213.7,17.8875,0.0,4.0225,3498.5882352941176,165.41176470588232
Naogaon,93.23,119.01,9.54,9.34,520.71,0.0,125.89,20.52,210.76666666666668,Poor,112.67333333333333,210.76666666666668,11.924999999999999,0.0,5.13,3263.0,138.0735294117647
Natore,118.69,162.9,6.74,19.19,801.09,0.0,56.51,58.77,295.6333333333333,Poor,141.93333333333334,295.6333333333333,8.425,0.0,14.6925,4912.294117647059,56.51
Nawabganj,122.69,141.45,12.52,9.25,727.65,0.01,131.61,22.8,302.0692307692308,Very Poor,127.63333333333333,302.0692307692308,15.65,0.0125,5.7,4480.2941176470595,146.48529411764707
Pabna,116.39,149.98,9.06,17.99,767.71,0.0,95.84,34.45,287.9666666666667,Poor,133.32,287.9666666666667,11.325,0.0,8.6125,4715.941176470588,95.84
Rajshahi,106.66,154.88,10.61,68.55,1094.82,0.13,21.46,42.05,255.5333333333333,Poor,136.58666666666667,255.5333333333333,13.2625,0.1625,10.5125,6640.117647058823,21.46
Sirajgonj,123.54,159.45,11.8,15.42,687.6,0.0,101.57,36.99,302.7230769230769,Very Poor,139.63333333333333,302.7230769230769,14.75,0.0,9.2475,4244.7058823529405,102.30882352941175
Dinajpur,137.29,160.27,6.74,9.77,707.63,0.0,104.43,29.64,313.3,Very Poor,140.18,313.3,8.425,0.0,7.41,4362.529411764706,106.51470588235296
Gaibandha,101.49,125.24,6.14,13.37,674.25,0.0,87.26,31.92,238.29999999999998,Poor,116.82666666666667,238.29999999999998,7.675,0.0,7.98,4166.176470588235,87.26
Kurigram,102.37,117.71,5.13,7.28,627.52,0.0,123.02,24.83,241.23333333333335,Poor,111.80666666666666,241.23333333333335,6.4125,0.0,6.2075,3891.294117647059,133.85294117647058
Lalmonirhat,131.3,148.17,6.5,4.46,647.54,0.0,141.62,20.52,308.6923076923077,Very Poor,132.11333333333334,308.6923076923077,8.125,0.0,5.13,4009.0588235294117,161.20588235294116
Nilphamari,136.23,153.86,7.99,5.83,674.25,0.0,137.33,25.33,312.4846153846154,Very Poor,135.9066666666667,312.4846153846154,9.9875,0.0,6.3325,4166.176470588235,154.89705882352945
Panchagarh,225.04,252.51,7.63,11.31,1134.87,0.0,118.73,24.83,380.8,Very Poor,202.51,380.8,9.5375,0.0,6.2075,6875.7058823529405,127.54411764705883
Rangpur,118.61,136.17,6.62,7.28,667.57,0.0,127.32,26.35,295.3666666666667,Poor,124.11333333333332,295.3666666666667,8.275,0.0,6.5875,4126.882352941177,140.17647058823528
Thakurgaon,186.48,211.91,9.42,7.71,921.25,0.0,130.18,27.61,351.1384615384615,Very Poor,174.60666666666668,351.1384615384615,11.775,0.0,6.9025,5619.117647058823,144.3823529411765
Barguna,84.17,110.36,1.37,0.8,357.15,0.0,95.84,0.0,180.56666666666666,Moderate,106.90666666666667,180.56666666666666,1.7125,0.0,0.0,2300.8823529411766,95.84
Barisal,82.4,107.16,3.01,2.34,377.18,0.0,87.26,4.31,174.66666666666669,Moderate,104.77333333333333,174.66666666666669,3.7625,0.0,1.0775,2418.7058823529414,87.26
Bhola,89.42,113.73,1.55,0.51,370.5,0.0,111.58,0.0,198.06666666666666,Moderate,109.15333333333334,198.06666666666666,1.9375,0.0,0.0,2379.4117647058824,117.02941176470588
Jhalokati,79.6,104.49,1.83,1.59,360.49,0.0,82.97,2.34,165.33333333333331,Moderate,102.99333333333333,165.33333333333331,2.2875,0.0,0.585,2320.529411764706,82.97
Patuakhali,87.81,113.25,1.58,1.13,370.5,0.0,98.71,1.54,192.7,Moderate,108.83333333333333,192.7,1.975,0.0,0.385,2379.4117647058824,98.71
Pirojpur,81.35,101.07,3.43,3.04,363.83,0.0,81.54,2.72,171.16666666666666,Moderate,100.71333333333332,171.16666666666666,4.2875,0.0,0.68,2340.176470588235,81.54
Bandarban,100.58,109.3,1.54,6.86,487.33,0.0,62.94,6.4,235.26666666666665,Poor,106.2,235.26666666666665,1.925,0.0,1.6,3066.6470588235293,62.94
Brahmanbaria,98.14,122.88,10.97,8.31,554.09,0.0,120.16,16.21,227.13333333333333,Poor,115.25333333333333,227.13333333333333,13.7125,0.0,4.0525,3459.3529411764707,129.6470588235294
Chandpur,82.87,102.05,3.25,2.79,417.23,0.0,90.12,8.74,176.23333333333335,Moderate,101.36666666666666,176.23333333333335,4.0625,0.0,2.185,2654.294117647059,90.12
Chittagong,105.47,118.91,5.48,17.48,660.9,0.0,91.55,2.95,251.56666666666666,Poor,112.60666666666667,251.56666666666666,6.85,0.0,0.7375,4087.6470588235293,91.55
Comilla,82.99,106.22,3.49,8.4,540.73,0.0,71.53,19.76,176.63333333333333,Moderate,104.14666666666666,176.63333333333333,4.3625,0.0,4.94,3380.764705882353,71.53
CoxBazar,98.23,107.41,2.21,8.91,500.68,0.0,95.84,2.95,227.43333333333334,Poor,104.94,227.43333333333334,2.7625,0.0,0.7375,3145.176470588235,95.84
Feni,103.6,123.62,1.79,2.16,427.25,0.0,98.71,3.42,245.33333333333331,Poor,115.74666666666667,245.33333333333331,2.2375,0.0,0.855,2713.235294117647,98.71
Khagrachari,101.99,113.57,1.42,1.78,410.56,0.0,95.84,0.12,239.96666666666664,Poor,109.04666666666667,239.96666666666664,1.775,0.0,0.03,2615.0588235294117,95.84
Lakshmipur,86.49,107.41,1.86,1.41,387.19,0.0,95.84,3.39,188.29999999999998,Moderate,104.94,188.29999999999998,2.325,0.0,0.8475,2477.5882352941176,95.84
Noakhali,97.79,120.65,1.57,1.37,410.56,0.0,98.71,2.12,225.9666666666667,Poor,113.76666666666667,225.9666666666667,1.9625,0.0,0.53,2615.0588235294117,98.71
Rangamati,109.94,118.94,9.78,9.08,487.33,0.0,100.14,0.9,266.46666666666664,Poor,112.62666666666667,266.46666666666664,12.224999999999998,0.0,0.225,3066.6470588235293,100.20588235294117
Habiganj,109.33,135.27,6.91,9.43,594.14,0.0,72.24,39.01,264.43333333333334,Poor,123.51333333333334,264.43333333333334,8.6375,0.0,9.7525,3694.9411764705883,72.24
Maulvibazar,89.12,108.65,6.62,13.71,540.73,0.0,94.41,14.44,197.06666666666666,Moderate,105.76666666666667,197.06666666666666,8.275,0.0,3.61,3380.764705882353,94.41
Sunamganj,71.81,83.01,1.91,10.97,540.73,0.0,29.33,12.79,139.36666666666667,Moderate,83.01,139.36666666666667,2.3875,0.0,3.1975,3380.764705882353,29.33
Sylhet,61.71,72.9,2.12,29.82,827.79,0.01,25.39,11.02,105.7,Moderate,72.9,105.7,2.65,0.0125,2.755,5069.35294117647,25.39
Bagerhat,105.09,123.71,11.21,19.19,660.9,0.0,89.41,13.68,250.3,Poor,115.80666666666666,250.3,14.0125,0.0,3.42,4087.6470588235293,89.41
Chuadanga,104.66,135.35,6.38,12.17,667.57,0.0,100.14,31.16,248.86666666666665,Poor,123.56666666666666,248.86666666666665,7.975,0.0,7.79,4126.882352941177,100.20588235294117
Jessore,116.25,151.48,7.39,21.59,821.11,0.01,77.25,34.45,287.5,Poor,134.32,287.5,9.2375,0.0125,8.6125,5030.058823529412,77.25
Jhenaidah,108.04,142.44,5.78,12.34,694.28,0.0,90.84,34.45,260.1333333333333,Poor,128.29333333333332,260.1333333333333,7.225,0.0,8.6125,4284.0,90.84
Khulna,110.77,133.39,9.42,14.57,607.49,0.0,105.86,17.23,269.23333333333335,Poor,122.25999999999999,269.23333333333335,11.775,0.0,4.3075,3773.470588235294,108.61764705882354
Kushtia,101.95,134.13,5.42,12.34,634.19,0.01,82.25,32.17,239.83333333333334,Poor,122.75333333333333,239.83333333333334,6.775,0.0125,8.0425,3930.5294117647063,82.25
Magura,121.88,158.42,6.38,34.27,801.09,0.0,61.51,41.54,301.44615384615383,Very Poor,138.94666666666666,301.44615384615383,7.975,0.0,10.385,4912.294117647059,61.51
Meherpur,126.34,168.98,11.68,30.85,1094.82,0.0,64.37,46.1,304.8769230769231,Very Poor,145.98666666666665,304.8769230769231,14.6,0.0,11.525,6640.117647058823,64.37
Narail,115.29,151.23,6.74,36.67,907.9,0.0,57.94,35.47,284.3,Poor,134.15333333333334,284.3,8.425,0.0,8.8675,5540.588235294118,57.94
Satkhira,82.95,99.08,3.28,1.91,383.85,0.0,95.84,2.85,176.5,Moderate,99.08,176.5,4.1,0.0,0.7125,2457.9411764705883,95.84
Dhaka,178.45,225.94,4.23,59.63,2269.75,0.23,10.37,8.61,344.96153846153845,Very Poor,183.95999999999998,344.96153846153845,5.2875000000000005,0.2875,2.1525,13551.470588235294,10.37
Faridpur,140.21,173.82,2.33,30.16,1081.47,0.05,14.66,14.82,315.54615384615386,Very Poor,149.2133333333333,315.54615384615386,2.9125,0.0625,3.705,6561.588235294118,14.66
Gazipur,217.47,273.51,2.3,71.97,2964.02,0.33,4.87,17.23,374.9769230769231,Very Poor,223.51,374.9769230769231,2.8749999999999996,0.4125,4.3075,17635.41176470588,4.87
Gopalganj,131.13,166.15,13.47,29.13,1228.33,0.0,35.05,44.08,308.5615384615385,Very Poor,144.10000000000002,308.5615384615385,16.8375,0.0,11.02,7425.470588235294,35.05
Jamalpur,151.73,183.65,24.56,19.36,947.95,0.0,103.0,22.04,324.4076923076923,Very Poor,155.76666666666665,324.4076923076923,30.7,0.0,5.51,5776.176470588235,104.41176470588235
Kishoreganj,136.7,176.86,2.06,16.97,1068.12,0.01,20.74,15.83,312.8461538461538,Very Poor,151.24,312.8461538461538,2.575,0.0125,3.9575,6483.058823529411,20.74
Madaripur,90.9,112.26,2.5,6.43,467.3,0.0,60.08,3.86,203.00000000000003,Poor,108.17333333333333,203.00000000000003,3.125,0.0,0.965,2948.823529411765,60.08
Manikganj,160.29,253.83,6.68,30.16,1295.09,0.0,34.33,92.21,330.9923076923077,Very Poor,203.83,330.9923076923077,8.35,0.0,23.0525,7818.176470588234,34.33
Munshiganj,87.46,115.9,2.0,4.8,440.6,0.0,65.09,4.75,191.5333333333333,Moderate,110.60000000000001,191.5333333333333,2.5,0.0,1.1875,2791.764705882353,65.09
Mymensingh,151.22,208.27,2.44,29.13,1281.74,0.17,11.62,39.52,324.0153846153846,Very Poor,172.18,324.0153846153846,3.05,0.2125,9.88,7739.64705882353,11.62
Narayanganj,101.14,131.89,4.83,15.59,761.03,0.0,48.64,7.35,237.13333333333333,Poor,121.25999999999999,237.13333333333333,6.0375,0.0,1.8375,4676.64705882353,48.64
Narsingdi,135.68,172.73,3.04,35.64,1388.55,0.0,24.68,10.64,312.0615384615385,Very Poor,148.48666666666665,312.0615384615385,3.8,0.0,2.66,8367.941176470587,24.68
Netrokona,75.84,88.1,1.28,7.71,647.54,0.0,33.98,7.41,152.8,Moderate,88.1,152.8,1.6,0.0,1.8525,4009.0588235294117,33.98
Rajbari,142.27,187.67,2.53,29.13,1094.82,0.01,21.46,36.99,317.13076923076926,Very Poor,158.44666666666666,317.13076923076926,3.1624999999999996,0.0125,9.2475,6640.117647058823,21.46
Shariatpur,87.65,114.88,1.74,3.43,413.9,0.0,74.39,4.05,192.16666666666669,Moderate,109.92,192.16666666666669,2.175,0.0,1.0125,2634.705882352941,74.39
Sherpur,129.74,158.93,4.23,23.99,841.14,0.0,25.39,53.7,307.4923076923077,Very Poor,139.2866666666667,307.4923076923077,5.2875000000000005,0.0,13.425,5147.882352941177,25.39
Tangail,158.61,205.09,6.62,32.9,1214.98,0.0,34.69,32.17,329.7,Very Poor,170.06,329.7,8.275,0.0,8.0425,7346.941176470588,34.69
Bogra,117.5,150.95,5.84,22.28,907.9,0.0,53.64,42.56,291.6666666666667,Poor,133.96666666666667,291.6666666666667,7.3,0.0,10.64,5540.588235294118,53.64
Joypurhat,130.51,166.02,3.73,40.1,1148.22,0.06,20.03,36.48,308.0846153846154,Very Poor,144.01333333333335,308.0846153846154,4.6625,0.075,9.12,6954.235294117647,20.03
Naogaon,119.02,149.08,6.91,11.65,754.36,0.0,77.96,30.91,296.73333333333335,Poor,132.72,296.73333333333335,8.6375,0.0,7.7275,4637.411764705882,77.96
Natore,129.45,172.23,5.9,36.67,1108.17,0.0,28.61,86.13,307.2692307692308,Very Poor,148.15333333333334,307.2692307692308,7.375,0.0,21.5325,6718.64705882353,28.61
Nawabganj,66.83,82.07,15.26,15.59,734.33,0.0,75.1,27.61,122.76666666666665,Moderate,82.07,122.76666666666665,19.075,0.0,6.9025,4519.588235294118,75.1
Pabna,139.49,185.39,3.55,34.96,1121.52,0.02,19.13,39.01,314.9923076923077,Very Poor,156.92666666666665,314.9923076923077,4.4375,0.025,9.7525,6797.176470588235,19.13
Rajshahi,121.92,174.27,5.6,37.36,1201.63,3.1,3.09,55.73,301.4769230769231,Very Poor,149.51333333333335,301.4769230769231,7.0,3.875,13.9325,7268.411764705883,3.09
Sirajgonj,155.05,212.8,3.4,29.47,1134.87,0.05,14.84,48.64,326.96153846153845,Very Poor,175.20000000000002,326.96153846153845,4.25,0.0625,12.16,6875.7058823529405,14.84
Dinajpur,193.29,230.54,2.35,17.99,1094.82,0.0,32.19,41.04,356.37692307692305,Very Poor,187.02666666666667,356.37692307692305,2.9375,0.0,10.26,6640.117647058823,32.19
Gaibandha,155.97,199.84,2.38,21.94,1281.74,0.01,17.88,58.26,327.66923076923075,Very Poor,166.56,327.66923076923075,2.975,0.0125,14.565,7739.64705882353,17.88
Kurigram,176.26,203.11,2.15,12.68,1081.47,0.0,51.5,13.05,343.2769230769231,Very Poor,168.74,343.2769230769231,2.6875,0.0,3.2625,6561.588235294118,51.5
Lalmonirhat,247.71,278.46,3.49,17.82,1482.01,0.0,46.49,7.66,398.23846153846154,Very Poor,228.45999999999998,398.23846153846154,4.3625,0.0,1.915,8917.70588235294,46.49
Nilphamari,233.73,267.71,1.37,15.77,1295.09,0.0,32.54,13.05,387.4846153846154,Very Poor,217.70999999999998,387.4846153846154,1.7125,0.0,3.2625,7818.176470588234,32.54
Panchagarh,239.36,266.43,2.15,18.17,1441.96,0.0,32.54,8.04,391.81538461538463,Very Poor,216.43,391.81538461538463,2.6875,0.0,2.01,8682.117647058823,32.54
Rangpur,179.88,213.36,2.18,12.34,1108.17,0.0,47.21,23.56,346.0615384615385,Very Poor,175.57333333333335,346.0615384615385,2.7250000000000005,0.0,5.89,6718.64705882353,47.21
Thakurgaon,262.58,304.29,1.67,17.31,1415.25,0.0,23.96,18.75,409.67692307692306,Severe,254.29000000000002,409.67692307692306,2.0875,0.0,4.6875,8525.0,23.96
Barguna,82.06,104.48,1.04,0.91,360.49,0.0,90.84,0.85,173.53333333333333,Moderate,102.98666666666666,173.53333333333333,1.3,0.0,0.2125,2320.529411764706,90.84
Barisal,91.34,116.01,1.59,2.87,403.88,0.0,77.25,3.33,204.46666666666667,Poor,110.67333333333333,204.46666666666667,1.9875,0.0,0.8325,2575.764705882353,77.25
Bhola,78.54,98.27,1.0,0.68,367.17,0.0,105.86,0.95,161.8,Moderate,98.27,161.8,1.25,0.0,0.2375,2359.823529411765,108.61764705882354
Jhalokati,87.32,110.35,1.04,1.74,380.52,0.0,80.82,2.28,191.06666666666663,Moderate,106.89999999999999,191.06666666666663,1.3,0.0,0.57,2438.3529411764703,80.82
Patuakhali,91.68,114.22,1.33,2.16,397.21,0.0,92.98,3.07,205.60000000000002,Poor,109.48,205.60000000000002,1.6625,0.0,0.7675,2536.529411764706,92.97999999999999
Pirojpur,86.43,109.57,1.34,2.42,370.5,0.0,76.53,1.46,188.10000000000002,Moderate,106.38,188.10000000000002,1.675,0.0,0.365,2379.4117647058824,76.53
Bandarban,107.65,119.09,0.45,4.37,420.57,0.01,21.28,3.07,258.83333333333337,Poor,112.72666666666667,258.83333333333337,0.5625,0.0125,0.7675,2673.9411764705883,21.28
Brahmanbaria,103.93,129.24,1.86,5.44,500.68,0.0,73.67,5.57,246.43333333333337,Poor,119.49333333333334,246.43333333333337,2.325,0.0,1.3925,3145.176470588235,73.67
Chandpur,93.55,119.68,1.68,2.79,427.25,0.0,82.25,3.96,211.83333333333331,Poor,113.12,211.83333333333331,2.1,0.0,0.99,2713.235294117647,82.25
Chittagong,113.17,130.37,4.77,18.17,727.65,0.0,77.25,5.38,277.23333333333335,Poor,120.24666666666667,277.23333333333335,5.9624999999999995,0.0,1.345,4480.2941176470595,77.25
Comilla,100.03,125.44,1.61,4.46,480.65,0.0,76.53,5.38,233.43333333333334,Poor,116.96000000000001,233.43333333333334,2.0125,0.0,1.345,3027.3529411764707,76.53
CoxBazar,114.98,128.21,1.22,15.42,667.57,0.0,31.47,12.16,283.26666666666665,Poor,118.80666666666667,283.26666666666665,1.525,0.0,3.04,4126.882352941177,31.47
Feni,103.05,126.26,1.3,3.6,460.63,0.0,81.54,4.43,243.5,Poor,117.50666666666667,243.5,1.625,0.0,1.1075,2909.5882352941176,81.54
Khagrachari,105.09,116.05,1.27,2.7,453.95,0.0,67.95,0.85,250.3,Poor,110.7,250.3,1.5875,0.0,0.2125,2870.294117647059,67.95
Lakshmipur,95.66,120.55,1.24,1.71,410.56,0.0,90.12,2.66,218.86666666666665,Poor,113.7,218.86666666666665,1.55,0.0,0.665,2615.0588235294117,90.12
Noakhali,97.6,121.13,1.16,1.99,423.91,0.0,89.41,3.17,225.33333333333331,Poor,114.08666666666666,225.33333333333331,1.4499999999999997,0.0,0.7925,2693.5882352941176,89.41
Rangamati,108.97,119.68,1.57,3.51,473.98,0.0,38.27,0.92,263.23333333333335,Poor,113.12,263.23333333333335,1.9625,0.0,0.23,2988.1176470588234,38.27
Habiganj,98.68,118.28,1.77,10.8,627.52,0.0,41.84,4.56,228.93333333333337,Poor,112.18666666666667,228.93333333333337,2.2125,0.0,1.14,3891.294117647059,41.84
Maulvibazar,108.9,124.69,1.79,5.44,487.33,0.0,72.96,2.25,263.0,Poor,116.46000000000001,263.0,2.2375,0.0,0.5625,3066.6470588235293,72.96
Sunamganj,87.19,102.37,1.59,8.82,574.11,0.0,26.46,15.33,190.63333333333333,Moderate,101.58,190.63333333333333,1.9875,0.0,3.8325,3577.1176470588234,26.46
Sylhet,72.4,90.68,0.75,13.02,821.11,0.5,5.19,6.14,141.33333333333334,Moderate,90.68,141.33333333333334,0.9375,0.625,1.535,5030.058823529412,5.19
Bagerhat,85.68,109.18,2.27,4.63,393.87,0.0,76.53,1.84,185.60000000000002,Moderate,106.12,185.60000000000002,2.8375,0.0,0.46,2516.8823529411766,76.53
Chuadanga,169.93,221.29,4.53,30.5,1415.25,0.01,19.49,57.76,338.4076923076923,Very Poor,180.86,338.4076923076923,5.6625,0.0125,14.44,8525.0,19.49
Jessore,99.76,120.81,6.44,8.91,527.38,0.0,65.09,5.89,232.53333333333336,Poor,113.87333333333333,232.53333333333336,8.05,0.0,1.4725,3302.235294117647,65.09
Jhenaidah,162.99,207.78,5.66,22.96,1281.74,0.0,45.42,23.56,333.0692307692308,Very Poor,171.85333333333335,333.0692307692308,7.075,0.0,5.89,7739.64705882353,45.42
Khulna,85.91,108.03,1.62,3.6,400.54,0.0,73.67,2.44,186.36666666666665,Moderate,105.35333333333334,186.36666666666665,2.025,0.0,0.61,2556.1176470588234,73.67
Kushtia,141.31,186.8,4.05,24.68,1068.12,0.1,15.02,39.01,316.39230769230767,Very Poor,157.86666666666667,316.39230769230767,5.0625,0.125,9.7525,6483.058823529411,15.02
Magura,141.69,177.8,2.38,27.76,1068.12,0.02,21.1,23.31,316.68461538461537,Very Poor,151.86666666666667,316.68461538461537,2.975,0.025,5.8275,6483.058823529411,21.1
Meherpur,196.25,261.22,8.82,43.87,1895.91,0.06,12.16,53.2,358.65384615384613,Very Poor,211.22000000000003,358.65384615384613,11.025,0.075,13.3,11352.411764705883,12.16
Narail,90.2,109.54,2.41,5.57,447.27,0.0,69.38,4.05,200.66666666666669,Poor,106.36,200.66666666666669,3.0125,0.0,1.0125,2831.0,69.38
Satkhira,80.33,106.84,1.37,1.52,380.52,0.0,78.68,1.17,167.76666666666665,Moderate,104.56,167.76666666666665,1.7125,0.0,0.2925,2438.3529411764703,78.68
Dhaka,88.37,110.94,8.58,14.22,614.17,2.43,87.98,5.57,194.56666666666666,Moderate,107.29333333333334,194.56666666666666,10.725,3.0375000000000005,1.3925,3812.7647058823527,87.98
Faridpur,116.59,137.59,10.85,10.97,741.01,1.69,88.69,4.43,288.6333333333333,Poor,125.06,288.6333333333333,13.5625,2.1125,1.1075,4558.882352941177,88.69
Gazipur,100.21,122.72,8.23,4.88,554.09,0.62,103.0,5.83,234.0333333333333,Poor,115.14666666666666,234.0333333333333,10.2875,0.775,1.4575,3459.3529411764707,104.41176470588235
Gopalganj,160.68,191.06,19.07,14.4,1094.82,2.91,94.41,34.45,331.2923076923077,Very Poor,160.70666666666665,331.2923076923077,23.8375,3.6375,8.6125,6640.117647058823,94.41
Jamalpur,198.68,233.5,20.98,13.2,1108.17,2.04,124.45,24.32,360.5230769230769,Very Poor,189.0,360.5230769230769,26.225,2.55,6.08,6718.64705882353,135.9558823529412
Kishoreganj,75.18,90.8,12.76,9.94,527.38,1.75,67.23,4.37,150.60000000000002,Moderate,90.8,150.60000000000002,15.95,2.1875,1.0925,3302.235294117647,67.23
Madaripur,78.32,94.29,5.6,2.83,420.57,0.31,95.84,2.44,161.06666666666663,Moderate,94.29,161.06666666666663,7.0,0.3875,0.61,2673.9411764705883,95.84
Manikganj,142.14,168.17,10.97,4.71,714.3,0.58,104.43,8.87,317.03076923076924,Very Poor,145.44666666666666,317.03076923076924,13.7125,0.7249999999999999,2.2175,4401.764705882353,106.51470588235296
Munshiganj,67.79,83.43,3.52,2.96,423.91,0.33,92.98,3.42,125.9666666666667,Moderate,83.43,125.9666666666667,4.4,0.4125,0.855,2693.5882352941176,92.97999999999999
Mymensingh,97.8,120.8,2.83,9.25,700.95,1.31,59.37,8.61,226.0,Poor,113.86666666666666,226.0,3.5375,1.6375,2.1525,4323.235294117647,59.37
Narayanganj,79.07,98.51,7.87,16.62,640.87,3.33,78.68,6.21,163.56666666666663,Moderate,98.51,163.56666666666663,9.8375,4.1625,1.5525,3969.823529411765,78.68
Narsingdi,80.54,99.19,8.82,17.31,620.84,2.74,82.25,5.45,168.4666666666667,Moderate,99.19,168.4666666666667,11.025,3.425,1.3625,3852.0,82.25
Netrokona,65.92,69.72,1.51,4.84,534.06,0.02,46.49,3.86,119.73333333333335,Moderate,69.72,119.73333333333335,1.8875,0.025,0.965,3341.5294117647054,46.49
Rajbari,194.23,224.39,17.17,10.28,1028.06,1.15,131.61,7.35,357.1,Very Poor,182.92666666666665,357.1,21.462500000000002,1.4374999999999998,1.8375,6247.411764705882,146.48529411764707
Shariatpur,63.77,77.91,2.35,3.0,417.23,0.23,95.84,3.48,112.56666666666668,Moderate,77.91,112.56666666666668,2.9375,0.2875,0.87,2654.294117647059,95.84
Sherpur,89.71,106.86,2.53,6.34,620.84,1.19,59.37,5.7,199.0333333333333,Moderate,104.57333333333334,199.0333333333333,3.1624999999999996,1.4875,1.425,3852.0,59.37
Tangail,197.68,234.6,7.99,11.82,1108.17,1.44,123.02,30.4,359.75384615384615,Very Poor,189.73333333333335,359.75384615384615,9.9875,1.8,7.6,6718.64705882353,133.85294117647058
Bogra,177.51,209.52,3.55,10.8,1134.87,1.84,97.28,23.56,344.23846153846154,Very Poor,173.01333333333335,344.23846153846154,4.4375,2.3,5.89,6875.7058823529405,97.28
Joypurhat,133.53,152.83,2.8,9.43,1001.36,1.87,90.84,13.43,310.4076923076923,Very Poor,135.22,310.4076923076923,3.5,2.3375,3.3575,6090.35294117647,90.84
Naogaon,188.76,217.68,4.83,7.2,1094.82,1.02,118.73,30.15,352.89230769230767,Very Poor,178.45333333333332,352.89230769230767,6.0375,1.275,7.5375,6640.117647058823,127.54411764705883
Natore,154.29,186.68,6.62,6.68,921.25,0.75,98.71,28.63,326.37692307692305,Very Poor,157.78666666666666,326.37692307692305,8.275,0.9375,7.1575,5619.117647058823,98.71
Nawabganj,167.3,187.53,14.9,11.14,1094.82,2.18,98.71,25.84,336.3846153846154,Very Poor,158.35333333333332,336.3846153846154,18.625,2.7250000000000005,6.46,6640.117647058823,98.71
Pabna,259.52,301.1,17.88,13.37,1415.25,1.29,154.5,18.75,407.3230769230769,Severe,251.10000000000002,407.3230769230769,22.35,1.6125,4.6875,8525.0,180.1470588235294
Rajshahi,182.61,222.33,18.84,26.73,1241.68,3.63,100.14,25.33,348.1615384615385,Very Poor,181.55333333333334,348.1615384615385,23.55,4.5375,6.3325,7504.0,100.20588235294117
Sirajgonj,180.86,215.71,7.75,13.54,1028.06,1.7,123.02,35.97,346.81538461538463,Very Poor,177.14,346.81538461538463,9.6875,2.125,8.9925,6247.411764705882,133.85294117647058
Dinajpur,47.6,58.27,1.91,2.59,787.74,0.4,85.83,9.12,79.33333333333334,Satisfactory,58.27,79.33333333333334,2.3875,0.5,2.28,4833.764705882353,85.83
Gaibandha,107.88,124.52,2.92,2.87,667.57,0.42,94.41,11.15,259.59999999999997,Poor,116.34666666666666,259.59999999999997,3.65,0.525,2.7875,4126.882352941177,94.41
Kurigram,59.84,70.36,3.31,2.23,654.22,0.3,97.28,8.11,99.73333333333335,Satisfactory,70.36,99.73333333333335,4.1375,0.375,2.0275,4048.3529411764707,97.28
